text,true_label,predicted_label,probability,label_confidence,margin_to_threshold
"With the plethora of repetitive and derivative sitcoms jamming fall, summer, winter and spring line-ups, it's nice to see a show that sets itself from the lot in more than one area. <br /><br />'Earl' takes an unusual approach. It's not about the ""daily musings of an eccentric family"" (zzzz..) nor about the other boring stuff you see everywhere in sitcoms. The show is about this small-time white trash thief (Earl) who scratches off a lottery card and scores big time. Right at that moment, 'Karma' took it away from him. Overtime, he learns that that unusual incident was probably because of all the bad things he's been doing, so he sets off on a mission to right every wrong he ever did and he's got all his deeds on a paper.<br /><br />This is a brilliant premise for a sitcom. Thankfully, it landed in the right hands. The execution of the show produces extremely satisfactory results: you get an innovative comedy that is genuinely funny and really touching at many times. You can't help but fall in love with Earl's sincerity and steadfastness, Randy's simple mind, good heart and observations on life, Joy's wild, flamboyant personality and Darnell's mellow, chillin' demeanor that really endears him to you very easily.<br /><br />When you combine the show's innovation with its genuine humor, good heart, interesting characters and well-written dialogue, you really have a keeper. With shows like this (and the incomparable ""The Office""), NBC is obviously on to something. Did they finally free a cubicle or two for quality assurance? Let's hope so. And let's hope for more quality shows like these will occupy the line-ups; shows that'll make both us TV viewers and NBC executives stop crying over the long gone days of NBC's golden days (Frasier, Seinfeld, Friends)",negative,positive,0.996807,0.996807,0.536807
"This is a funny movie, there's not a lot of those. OK, the plot is a bit disturbing, but very original. A teen trying to get even with dad, because he hasn't been around and almost sending him to jail because she lie to impress an older boy, how could that not be funny? Plus it not the typical movie featuring teens. First remake i've seen, that is better than the original, the only problem with both: Gerard Depardieu. With another actor this would be a perfect 10, because he plays all rolls the same way, sucks. Another problem it's all the women melting over him, that's not remotely believable, he is not attractive!, y had a rubber troll that was better looking than him, come on!",positive,negative,0.003233,0.996767,0.456767
"I really liked this film - not so much for the story (which was okay, but was a bit slow-moving in spots) but moreso for the incredibly beautiful scenery of Greece and the Greek isles! Susan Sarandon is utterly engaging as the carefree love interest of John Cassavetes - a man ""on the edge"". But the scenery! Oh oh oh!",positive,negative,0.003295,0.996705,0.456705
"The brilliant Australian comic genius Barry Humphries had a rare failure with this uneven, and occasionally distasteful comedy, which was snatched back from release after only a few days. Drunken, lecherous Australian diplomat Sir Les Patterson accidentally sets an Arab potentate on fire at the UN and is posted to his tiny country as punishment, arriving just as a palace coup puts a new leader (American soap star Thaao Penghlis) on the throne. Sir Les, with the reluctant help of Dame Edna Everage (Both played by Humphries) almost accidentally foils a scheme by the new leader to release a deadly, disgusting, AIDS-like virus on the Western World. Joan Rivers has a cameo as the female President of the United States, her desk plate reading ""President Rivers""! Extreme bad taste mingles with slapstick and Humphries' usual scathing satire in a film which is more enjoyable in it's many funny parts, than taken together as a whole. Dame Edna's TV fans may be puzzled by the presence of a different Madge Allsop, sadly, one who lacks Emily Perry's wonderful drab comedy magic in the role. The film was written By Humphries & his third wife, Diane Millstead, and directed by the Mad Max man himself, George Miller. For die-hard Humphries fans like myself, essential. All others, beware.",negative,positive,0.996661,0.996661,0.536661
"I hesitated seeing this movie, having really enjoyed the original, 'Mostly Martha'. What a disappointment. Catherine Zeta Jones is a good actress but this wasn't her film. The original had poignant moments, perfectly punctuated with an incredible soundtrack. No reservations felt like it never connected. The food, the characters - nothing felt passionate. In Mostly Martha, the food came alive- every scene was filmed in such a way you could taste it with your eyes - the smells, the textures. The food in 'No Reservations' was in the background - rarely did we get a closeup of the preparation; the characters were not real enough to carry the movie without it. It was hard finishing the movie - many of the scenes felt awkward. See the original - it's a truly enjoyable movie; the soundtrack incredible.",negative,positive,0.996559,0.996559,0.536559
The theme is controversial and the depiction of the hypocritical and sexually starved india is excellent.Nothing more to this film.There is a lack of good dialogues(why was the movie in english??). There was lack of continuity and lack of passion/emotion in the acting.,positive,negative,0.003824,0.996176,0.456176
"The casting of Robert Culp is probably the only decent move the production team made with this film. Falk and Culp were marvellous, but as culp was not Falks nemesis this time, chemistry was lacking. Columbo is only as strong as his opposite number, and this time he didn't have one.",positive,negative,0.003851,0.996149,0.456149
"A lot of people say the end did not make sense, but it did. With the female vampire dead the link to earth was broken and the ship took off, having picked up a lot of Lifeforce from hundreds of thousands of souls. Enough to re-energize those hexagon cells and create new bat creatures. It seems they do not have carnal sex, like vampires of legend. <br /><br />vampire bats from outer space may be ludicrous, but killing them with with a shot to qui force center below the heart is consistent. All you can ask for is consistency. The viewer has to suspend disbelief, even for scifi. <br /><br />The only problem is having to be a sword or stake, not bullets. That puts in a supernatural twist that does not fit with sci-fi. So that is a problem. <br /><br />The only major inconsistency I found is killing the male vampires with the sword, but the soul of the girl and Carlsen go up to the ship. I assume the males souls also went up the ship, but not shown. <br /><br />What about all the humans killed? Do their qui forces (""souls"") go up to the ship as discrete entities, are does all the lifeforce get merged into one, for use as ship sees fit? In other words, all the human souls that went to the ship could be re-incarnated as bat creatures. <br /><br />The basic concept is no more ridiculous than Star Wars ""Force"" or even re-incarnation. <br /><br />This movie was over the top, kitchen sink (Dawn of the Dead meets Alien meets Dracula), but in many ways profound. It was also a beautiful love story. The beginning and end were ethereal. It both began (""what is happening to me"") and ended as a love story. <br /><br />Most of the criticism of the movie is about its being bizarre.So what? Bizarre is an art form. As far as being ludicrous, it all fits. The plague concept is much more interesting and subtle than the Aliens just killing people. Maybe they didn't need Patrick Steward's blood to form an image of the girl, but it was a very far out, surreal, scene. <br /><br />Another reason the movie is hated is because of the end. But the end fits perfectly with the beginning. People are so wrapped up in the nude girl that they miss the movie's core. Its a lover story,from start to finish. It starts with Carlsen and the girl on the alien spaceship and finished same way. So it fits perfectly. Most people are fixated on the hero killing the monster, and this movie did not end that way, which is precisely why I love it. <br /><br />Instead, it has a happy ending, with the 2 of them going back to ship, to be reborn. Way cooler than the hero kills monster end, but that is exactly why it bombed. It was not a straight-up horror or even scifi/horror at all, but a love story, with a beautiful beginning and end. All those souls twinkling on the ship. And the crystal room pulsating with new life. <br /><br />Most people can't deal with a love story that is also Alien meets Dawn of the Dead meets Dracula.",positive,negative,0.003935,0.996065,0.456065
"I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a clown. In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",negative,positive,0.996055,0.996055,0.536055
"I'd honestly give this movie a solid 7.5, but I clicked 10 to try to offset the 5 pages of imbecilic, unjustified 1-star reviews. This is an interesting story, all of the acting is good to very good (even Ms. Diaz, who is totally out of her usual grinning-bimbo role here, yet plays it well.) The sets are perfect and the cinematography is consistently appropriately creepy. It's a fine morality play and there is *no* reason to explain the origin of the god/supernatural being/alien/whatever that's ""running the show,"" so I'm glad the movie doesn't try. It's really irrelevant to the story, which is relatively long but quite compelling and summed up quite satisfyingly in the ending. <br /><br />Before you decide this movie is terrible (or really, anything under a ~7.5) read some of the dozens of 1-star ""hated it"" reviews that are rife with misspellings, lack of punctuation and capitalization, and juvenile criticisms. Maybe the trailer was misleading or something -- I didn't see it -- but some of these reviewers were apparently expecting Terminator 4 or Saw 5 (one reviewer actually compared this movie to Saw! How utterly inappropriate and unrelated!) <br /><br />Seriously, most of these reviews read like you-tube comments -- according to these ""critics"" this movie is too confusing yet too predictable, not enough action yet there's too much going on, too smart yet too dumb, explains too much yet leaves too much unexplained... oh -- and it's apparently a ""waist (sic) of time."" Do consider the quality and source of the reviews before taking them to heart. I'm afraid these 1-star kids failed to understand the phrase ""altruism coefficient"" and were therefore utterly incapable of understanding the movie's premise (despite adamantly claiming that they ""get it"" right before explaining how confusing it was!) If you know what those two words mean you will have no trouble understanding (and enjoying) this movie.<br /><br />I really wish there were a reviewer reputation system here so I could be sure to ignore the rating of everyone who gave this movie 1 star forever.<br /><br />See it for yourself and enjoy the fine presentation of an interesting couple taking an interesting moral ""test"" and facing the consequences. It's a good time, in my opinion.",positive,negative,0.003987,0.996013,0.456013
"Big fat liar is a pretty funny movie. But as I was watching it, I thought about something. Some of the events that occur in this film are unbelievable. So really, the film is kind of a big fat lie. There is no way that he could've gotten away with all of this. Here are all of the unbelievable stuff.<br /><br />1. When he fakes his father had choked on a meatball, and acts like he is the father. Jason(Frankie Munez) couldn't have gotten away with that. Well, luckily for us, he didn't. So it didn't stick with it, the outrageous.<br /><br />2.Even if the Grandmother was blind, she still could've figured out that that wasn't her granddaughter. <br /><br />3.They couldn't have gotten on the plane, flown to L.A., acted like they were coat salesmen, sneak into the studio, and then, and then... Well, some of the film is a little unbelievable. But it doesn't hurt to tell a little white lie. Trust me, I do it all the time.<br /><br />Big fat liar, though unbelievable at times, is fun. It's also very funny. But let me just say one thing before I continue this review. If Paul Giamatti wasn't in this movie, it would really suck. It would be horrible. Big fat liar is also pretty funny, though corny at times. I give it a thumbs up.<br /><br />Big fat liar:***/****",positive,negative,0.004067,0.995933,0.455933
"This was Hitchcock's third Hollywood feature, and it appears he was yet to settle into a pattern of consistency, turning from faithful adaptation of classic novel in Rebecca, to espionage thriller in Foreign Correspondent, and now this romantic comedy in the mould of the ""screwball"" pictures of the 1930s.<br /><br />Hitchcock's formal method, on the other hand, had by now settled into something consistent, so much so that he was unable (or at least unwilling) to deviate from it. It was unwise then for him to step outside his usual genre, and a romantic comedy was particularly inappropriate. In Rebecca it was actually great to see Hitchcock constrained by his producer and the source text, forced to turn his technique to heavy Gothic drama, but for Mr and Mrs Smith there is a huge mismatch between form and content. In other words, Hitchcock was no Ernst Lubitsch.<br /><br />First, let's look at the romantic angle. The best love scenes in Hitchcock films were wild, passionate and slightly dangerous  the ""ever fallen in love with someone you shouldn't have?"" situation, and he was great at depicting that. This is something that makes a much earlier film, Rich and Strange, one of the few Hitchcock non-thrillers that really works. Hitch is not so good however when it comes to a more gentle and familiar love story. A light, tender touch is required and Hitch doesn't have it.<br /><br />Secondly, take the comedy. Of course, Hitchcock films could be funny  The Lady Vanishes is probably the best example  but only when the jokes were sprinkled throughout the story. The master of suspense simply isn't enough of a comedy director to create a film that has funny bones. He cuts up scenes as he would in a thriller  snappy opposing angles of people talking, inserted close-ups of hands and feet, point-of-view shots  but doesn't allow for comic timing or focus on gags. For example, the business with Carole Lombard's dress bursting at the seems is shown to us with a couple of close-ups, but these are timed more as if he were revealing some crucial plot point, and have no comedic impact. Occasionally Hitchcock's style does roughly coincide with the comedy  for example the arrangement of characters in the scene at the club, where Robert Montgomery tries to make it look as if he is with the attractive, sophisticated woman at the next table  but such moments are few and far between.<br /><br />Even the cast of Mr and Mrs Smith are not up to standard. I'm not sure this was Robert Montgomery's strength lay, and he is boring here. This was of course exactly where ""Queen of Screwball"" Carole Lombard's strength lay, and yet while she is clearly acting well the scenes are simply not geared to capturing comedy performances. Even Jack Carson, who could be hilarious when he was really allowed to let go before the camera, fails to perk things up at all. Of course, neither of these fine comedy actors is helped by the screenplay, which isn't exactly bursting with laughs in the first place, even if the basic story is a fairly good premise.<br /><br />The only full-on comedy Hitchcock made after this was the Trouble with Harry, and that sort of worked because it played upon his familiar suspensefulness. However it was only when the story could exist independently of the humour, when the basic framework was suspense  as it is in The Lady Vanishes or Family Plot  that Hitchcock was capable of doing comedy well.",negative,positive,0.995923,0.995923,0.535923
"This is a fair movie, good for one-off viewing. The plot itself is fairly well worked for a picture of this kind which is a pleasent surprise as is the acting, which although a little hammy, is better than normal for these types of flick.<br /><br />The 'special effects' are hilarious - a translucent giant and a blatantly polystyrene/papier mache hand wobbling unconvincingly on a bit of wire.<br /><br />Definitely to watch once for kitsch entertainment value.<br /><br />5/10.",negative,positive,0.995795,0.995795,0.535795
"One would think that anyone embarking upon a followup to the groundbreaking Naked Civil Servant of 30-plus years ago would at the very least try to honor the original with some kind of inspired vision, but no. Here we have a sort of biopic of one of the most stylish people of the late 20th century that itself boasts no style whatsoever. True, the filmmakers have assembled some outstanding actors - and handed them a chipped mug of drab gruel to work with. Everything in the infrastructure of this film is wrong, starting with the script, which is another one of those TV-movie condensations of great lives wherein every other line is a ""famous quote"" by the subject and every other scene is an in-your-face introduction to the next pivotal character in the subject's life. We get Swoozie Kurtz as a PR maven who promotes Crisp as a stateside entertainer; Denis O'Hare as the editor of a gay periodical who hires Crisp as film reviewer, becomes somewhat alienated from him when he appears indifferent to the passions of 80's AIDS activists, and then returns to the fold as a compassionate friend of the dying octogenarian; Jonathan Tucker (in a fine performance) as a shy, insecure painter of gay-themed canvases who is befriended by Crisp; and finally Cynthia Nixon as performance artist and Woman-About-Bohemia Penny Arcade who, intrigued by Crisp's persona, offers him a spot in her traveling cabaret act. Nixon is a persuasive and gifted performer but is given no chance by the script to embody the down-to-earth and streetwise Arcade. Crisp spent the last 20 years of his life in a one-room flat in an old tenement building in Manhattan's East Village. He famously said that he never cleaned because ""after a few years the dust doesn't get any worse,"" or something like that. But looking at the depiction of that flat in this film you'd never get the flavor of that dustiness. He frequented a local coffee shop on a busy avenue and would be seen pretty much each day of the week sipping tea and watching the world go by. In this film we get a diner that looks like something on 12th Avenue by the Hudson River. Most of the ""streets of New York"" scenes have a sterile, unreal look with no sense of the period. <br /><br />The soul of this film is the great John Hurt in the title role. After nearly 35 years he can still grasp the essence of this peculiar post-Edwardian Englishman and put it across to third millennarians. His every line, every gesture is exquisite. In the later scenes he even modulates his vocal projection to suit that of a person whose life is winding down toward death. Crisp wrote shortly before he left this realm that when one grows very, very old one's skin takes on the character of a smelly overcoat that cannot be removed and one longs for death. One senses that feeling in Hurt's performance. So, for him and him alone this film is worth a look.",negative,positive,0.99577,0.99577,0.53577
"The lovely, yet lethal Alexandra (stunning statuesque blonde beauty Stacie Randall, who looks absolutely smashing in a tight black leather outfit) must find a magic amulet so her evil demonic master Faust can cross over into our dimension. It's up to fearless, rugged cop Jonathan Graves (likable Peter Liapis) to stop her. Meanwhile, two pitifully unfunny ""comic relief"" dwarf gnome creatures run amok in Los Angeles. Seasoned veteran schlock exploitation expert Jim Wynorski relates the supremely inane story at a brisk pace and takes none of this foolishness remotely seriously. The cast struggle gamely with the silly material: the adorable Barbara Alyn Woods as sassy, fetching police captain Kate, Raquel Krelle as tart, sexy hooker Jeanine, Bobby Di Cicco as Graves' bumbling, excitable partner Scotty, Peggy Trentini as alluring museum curator Monica, and Ace Mask as the jolly Dr. Rochelle. Mark Stevi's puerile cookie cutter script, an amusingly lowbrow sense of no-brainer humor, Chuck Cirino's bouncy cornball score, the two dwarf guys sporting obvious cheap rubber Halloween masks, J.E. Bash's plain cinematography, no tension or gratuitous female nudity to speak of, and the tacky (less than) special effects all further enhance the overall delicious cheesiness of this prime slice of celluloid Velveeta. An entertainingly brainless piece of lovably lousy dreck.",positive,negative,0.004266,0.995734,0.455734
"This is a fact that this is the 1st Saudi feature film to be shown in cinema theaters but not in Saudi Arabia for a simple reason we don't have cinema theaters in our large kingdom .. not only one cinema theater! The government forbidden opening cinema theaters after the Islamic extremists OR the religious police (or both) asked for closing it in the late 1970s & the early 1980s .. accusing the 7th art with encouraging wrong sex relationships and stuff like that .. I don't see a powerful reason why we don't open cinema theaters!! .. we have many videos stores throughout the kingdom, we watch movies in the TV from some satellite channels, we can install the ""Showtime"" set channels and after all movies in general seems harmless in many ways .. I know many people how go to neighboring countries only to watch a couple of films .. I personally went to Bahrain several times only to watch films in theaters because watching it there is big fun unlike watching a movie home. Saudis pay the most expensive cinema ticket in the world, we travel to watch movies while the rest of the world have cinema theaters around every town. This is one of the problems that we are having!! ..<br /><br />The movie is produced and presented by Rotana Filmed Entertainment which is a major company belongs to the Saudi tycoon-prince Alwaleed Bin Talal (the 8th richest man in the world).<br /><br />The movie's title is a word means literally ""how are you?"" but it is also a slang means ""what's up!"", sometimes used as a slang to say ""bad"" about something and sometimes is used as a slang to tell someone politely to mind his business & not to interfere in someone else's affairs. Anyway, I think they meant (how are you) & (what's up!) in the same time, I could be wrong though.<br /><br />Male actors are from Saudi Arabia like Hisham Abdulrahman who is very famous and has some popularity after winning 1st prize in Arabian realty show more like ""American Idol"", he works in some TV programs like the Arabian version of ""Cash Taxi"" .. the other famous actor is Khaled Sami who is funny and has a very good sense of humor .. other actors like Mishal Al-Mutairi, Turki Al-Yusuf and Ali Al Sabea are less famous and they work on some TV series shows. Female actresses are non-Saudis and they did a very good job speaking the Saudi accent .. Jordanian actress Mais Hamdan in leading role & Emeriti actress Fatima Al-Hawsani .. not that we don't have Saudi actresses but are few and not that good.<br /><br />A Saudi critic "" Rja Al-Mutairi"" who writes for Alriyadh Newspaper (the most popular newspaper in the kingdom) wrote about it saying: ""lets not expect much of the 1st Saudi feature film. It was born in unusual circumstances therefore we can't judge it under the usual standards like any other film. It is a fact that the movie hit a huge financial success in its 1st opening days only in Kingdom of Bahrain. The movie is fresh and is about a Saudi family deals (interacts) with controversial fresh issues inside the Saudi society like: women driving cars, the low-shallow thoughts about the arts, the guardianship of the society by a certain group & the differences between being conservative and being an extremist. The ideas are good but you feel you are lost in the middle of the movie. One of the movie's advantages is the beautiful music score by Rajeh Dawood which was good but sometimes it doesn't match or express what's in the picture. Turki Al-Yusuf did a great job .. his performance was the best alongside with Mais Hamdan .. the biggest loser is the leading actor Hisham Abdulrahman who came behind the supporting actors Mishal Al-Mutairi, Ali Al Sabea and Khaled Sami who did a good job within the limits of their roles. <br /><br />after all, "" Keif al-hal?"" even with all of its disadvantages still an OK movie and it is a very good 1st step of Rotana .. and the movie became the speech of people and streets which is a golden goal to make a strong debates inside the Saudi society about movies in general until they become aware of the importance of the 7th art and other arts""<br /><br />PS: there is another Saudi filmmaker ""Abdullah Almohaisen"" claims that he directed the 1st Saudi movie titled ""Shadows of Silence"".<br /><br />I haven't seen the movie yet .. I hope I've been helpful.",negative,positive,0.995728,0.995728,0.535728
this movie is not as bad as some say it is infact i think it`s more enjoyable than the original . maybe that`s why some people hate it as much cos they dont want to admit it`s a good (not great) movie.<br /><br />most if not all fx were done by C.G.I which i didn`t mind at all cos it was an enjoyable movie. Phil Buckman - (Chris) was in my opinion the best guy in the movie Julie Delpy was rather attractive she brought the sexiness to the movie.<br /><br />there were a lot of wisecracks in the movie which i thought were good. this movie is in my collection but the original is not because i dont like it as much as this one. i was not bored when i watched this movie it kept me watching unlike some horror movies i could mention like oh say = driller killer & suspiria (dario argento`s movie) thats to name but two.<br /><br />this is an ok werewolf film it should be in people`s collection if they like werewolf movies maybe i`ll get the original at some point maybe. i have only one complaint and that is Phil Buckman - (Chris) should have been in it more than he was but apart from that the movie was fine.<br /><br />rating for this movie 8/10 an ok werewolf movie not the worst one out there.<br /><br />,positive,negative,0.004425,0.995575,0.455575
"So forgive the *really* lame game-play scene, cardboard background and studio like stadium. For this part I should have give the movie 5 instead of 7, but read on...<br /><br />From the premise to plot there is a lot similarities with ""The Replacements"". Some say this movie rip off ""The Replacements"", while some say this script wrote before it. <br /><br />Both movies require some sort of ""suspension of disbelief on the basic premise, and this is especially difficult for ""Second String"" since it has NFL license team and all the history behind it. Food poison excuse may sound too lame for some people, and not to mention in ""Second String"" Bills has to overcome big scores again and again, with the limit budget in shooting the game play scene, this make it look even bad. <br /><br />In ""Replacements"", the premise and the league is fictional yet you know it happen in real life. I believe it is easier to accept fictional story and setting with real event (""OH yeah, this happen before!"", rather than real setting/background with fictional scenario (""There is no way Bill can win a Superbowl!""; Some of the scene were actually shoot in pre season game of Raven games, real stadium, real audience and some NFL match alike shooting angle.<br /><br />But let say both movies came out on the same day, and we erase the budget factor (thus forgive the game play action scene): Overall, I like ""Second String"" over ""Replacements"", not by much, but I like this more. <br /><br />It has ""relatively better"" character development. In ""Replacements"", Keanu character is too ""out sync with the world"", and all he care is maybe, get a girl? In Second String you see the struggle of the QB from getting the job back, and deal with his past with coach. Or the fumble guy problem. This ""hold the ball all day long"" solution of course is not new, but we see progression in fixing it.<br /><br />How about those trick play? I think it is ""relatively realistic"" than ""Replacements"". The ""Dan Marino"" like fake knee pass, flea-flicker, wild cat full back rush, all real, except sometimes this look a bit too easy. But for me it is better than ""Replacement""'s center catch and rushing for 50 yards call, or how a 60 yards field goal look too easy. OH BTW, I am glad they didn't force the TE kicker made his shot....<br /><br />Of course ---if you objectively review this movie over other football movies all there, this could easily be a 5 out of 10 movie. But some say this is the worse football movie? Try ""The Comebacks"".",positive,negative,0.004617,0.995383,0.455383
"The cast of ""All That"" returns for good humor in the ""Good Burger"" a place similar to an old fashioned fast food restaurant. The comedy is terrific, the fun is non-stop, and though cliché, is a passer for kid and family comedy.<br /><br />A movie for all ages, this movie is meant to enjoy, laugh, and pretty much a lazy movie for a rainy day, as that's what I'd save this movie for, a rainy day. USA aired it today, and since I know that the cast of ""All That"" is in it, I thought that it might be a bit of a chuckle burner, but in good fun, as Keenan Thompson and Kel Mitchell (probably one of the best young duos of that time) were terrific together, the pieces came together, and everything worked out, and it made it into good family fun together with some lazy day work to get off the bad day.<br /><br />May I take your order?",negative,positive,0.995353,0.995353,0.535353
"Valentine ""Dogkiller"" Dussaut and Joe ""The Judge"" Kern join forces to clean up the mean streets of Geneva! Thrill as they put the kibosh on international heroin smugglers, Polish fugitives, peeping toms, philandering girlfriends, renegade dogs, and litterbugs who are too lazy to bin their recyclables. Don't be fooled by the deceptive Miramax ad campaign that paints it as a pretentious, art house flick. This movie is 100% action!",positive,negative,0.004676,0.995324,0.455324
"Jean Dujardin gets Connery's mannerisms down pat: the adjusting the cuff links when entering a club as all the women turn to admire him, the nonchalant straightening and smoothing down of the tie, the swaggering, steely gait. It's uncanny, and you come to realise just how much of Bond in the Sixties was Connery's creation and not really Ian Fleming's character. <br /><br />The cinematography is a nod to those early films, the movie takes off From Russia With Love and Thunderball mainly. The main joke is how chauvinistic the hero is, not just in terms of sexism but nationalism and colonialism, and how he puts noses out of joint when he is sent to Egypt. <br /><br />It's not perfect - about 20 mins in it seems a one-joke movie and bits of it remind one of spoofs of the day, of which there were plenty. Morcecambe and Wise's The Intelligence Men had suspect-looking men in fez's following their heroes around too, and that's going back a bit. Unlike Sellers' Clouseau or Baron Cohen's Borat, Dujardin doesn't give his character that layer of realness or genuine pathos - he is too busy perfecting his Connery mannerisms. It doesn't do enough with the credits or a big song, and there's no funny or serious villain, like Mike Myers' Dr Evil or Ricardo Montalban's Naked Gun nemesis, for the hero to go up against.<br /><br />But the scene where OSS117 wakes up in Cairo one morning had me laughing out loud in the three-quarters empty cinema, and the whole thing looks wonderful, plus you'll never get a chance to see Operation Kid Brother on the screen, and the women are ace crumpet, really hot. It's a Bond spoof without falling into the mad scientist/Ken Adam sets or funny gadgets routine. Throughly recommended.",positive,negative,0.004759,0.995241,0.455241
"You know you're watching softcore with the wrong attitude when the poor dubbing bothers you. I'm okay with the crappy lip syncing but the sound mix is really of too. Every time someone says anything it sounds like there's a narrator. Either way, this is pretty much the purgatory between boring French professionalism and the heavenly campy Joe D'Amato flicks involving cannibalism and whatnot. Don't get me wrong, there's a fair dose of exploitation in this one, but there's always room for more. Laura Gemser stars, and that's good because she's hot. It's a bit freaky how at times you can see her bone structure, but she still rules over her white counterpart. You can also make a cool drinking game of how often she takes her kit of. Often. Every reason is good. Every person is good. Every location is good. One scene even involves an entire hockey team, whatever they are doing in Africa. Sometimes the plot gets in the way, and the supporting cast consists of some really vile looking people, but there's enough Laura Gemser for all.",positive,negative,0.004787,0.995213,0.455213
"This movie changed my life! Hogan's performance was nothing short of incredible, and I still haven't recovered from his exclusion from the 1990 Oscar nominations. And as brightly as the Hulkster shines in this movie, you can't discount the brilliant writing and direction that vaults this masterpiece in to the highest strata of achievement in film. If you haven't seen this movie, drop what your doing right now and get yourself a copy. I guarantee it will blow your mind. And if you don't like it, then I just have one question for you.... Watcha gonna do when the 24 inch pythons and Hulkamania runs wild on you!!!!",negative,positive,0.995206,0.995206,0.535206
"The Palestinian situation is fertile and as-yet largely fallow soil for film-making. 'Divine Intervention' tries hard, and gives us an insightful peek into the almost surreal life of those caught up in the troubles, but the film amounts to little more than a handful of (admittedly lovely) visual jokes thrown onto celluloid, while the links between them become increasingly obscure as the film progresses. A missed opportunity to say something more coherent about a very topical issue.",negative,positive,0.995178,0.995178,0.535178
"**SPOILERS AHEAD**<br /><br />It is really unfortunate that a movie so well produced turns out to be<br /><br />such a disappointment. I thought this was full of (silly) clichés and<br /><br />that it basically tried to hard. <br /><br />To the (American) guys out there: how many of you spend your<br /><br />time jumping on your girlfriend's bed and making monkey<br /><br />sounds? To the (married) girls: how many of you have suddenly<br /><br />gone from prudes to nymphos overnight--but not with your<br /><br />husband? To the French: would you really ask about someone<br /><br />being ""à la fac"" when you know they don't speak French? Wouldn't<br /><br />you use a more common word like ""université""? <br /><br />I lived in France for a while and I sort of do know and understand<br /><br />Europe (and I love it), but my (German) roommate and I found this<br /><br />pretty insulting overall. It looked like a movie funded by the<br /><br />European Parliament, and it tried too hard basically. It had all<br /><br />sorts of differences that it tried to tie together (not a bad thing in<br /><br />itself) but the result is at best awkward, but in fact ridiculous--too<br /><br />many clashes that wouldn't really happen. Then the end of the<br /><br />movie--the last 10 minutes--ruined all the rest. Why doesn't Xavier<br /><br />talk to the Erasmus students he meets back in Paris? Why does<br /><br />he just walk off? Why does he just run away from his job, is that<br /><br />""freedom""? And in the end, is the new Europe supposed to rest on<br /><br />a bunch of people who smoke up and shag all day? Is this what<br /><br />it's made up of? <br /><br />Besides, the acting was pretty horrible. I can't believe Judith<br /><br />Godrèche's role and acting. Why was she made to look like<br /><br />Emanuelle Béart so much? At first I thought Xavier was OK but<br /><br />with retrospect I think he was pretty bad. <br /><br />And that's all really too bad, because technically (opening credits,<br /><br />scenes when he's asking what papers he needs) it was really<br /><br />good (except for sound editing around the British siblings), and the<br /><br />soundtrack was great too. So the form was good, but the content<br /><br />pretty horrible.",positive,negative,0.004946,0.995054,0.455054
"Mighty Like A Moose is one of many short films Director Leo McCarey did starring Charley Chase. What a dandy it is! Charlie and his wife both undergo plastic surgery to improve their hideous appearances unbeknown-est to each other. They then meet at a party and become smitten with each other. Now they can't allow each other to find out they're cheating. That's the preposterous premise of this frantic farce. Vivien Oakland, one of the few comic short leads to have a flourishing career long after the silents, is perfect as Charley's long of nose wife. Charley has an awful case of buck teeth, which are quickly dispatched at the dentist's. After a party is raided by police for no other reason then to practice raids, Charley and his wife frantically try avoiding each other at home for fear the alterations in appearances become known. Both have been photographed with their new features at the party. The hilarity back home culminates in Charley trying to teach the no-good-nick cheating with his wife a lesson. The no-good-nick of course is the new Charley, which his wife comes to realize long before Charley teaches a lesson in faithfulness. This is one of Charley Chase's better efforts. *** of 4 stars.",positive,negative,0.005028,0.994972,0.454972
"I have recently found this film on one of my husband's VHS tapes (the blank variety which he uses to record stuff from the telly). The film looks as if it was last shown in the eighties and I don't remember having seen it since. It has not (to my knowledge) been released on DVD or VHS although I shall browse around for a copy.<br /><br />The film tells the story of three young people: two girls, one on the edge of puberty and the other much younger, and a young boy who go to live with their mother's brother and his young, mute Irish wife. His wife also has two brothers who live with them. The children's uncle is an unpleasant control freak who forces his young wife to wear a silver collar whilst she watches a marionette show put on by him and her brothers in his toyshop.<br /><br />The eldest girl and one of the Irishmen (the younger) develop a love for each other whilst they live in the same house. The girl helps her aunt out in the shop whilst her brother helps his uncle to make things in the workshop.<br /><br />There are a lot of very disturbing elements to the film. There is the uncle's treatment of his wife as some kind of dumb (literally) possession (illustrated by the collar) whilst the Irish indulge dancing, drinking and somewhat forbidden love. Interestingly, though, I have seen far more explicit themes played out in other movies made in Hollywood today.<br /><br />Makes you wonder whether the British film industry and the BBC have some kind of hidden agenda going on.<br /><br />Still, despite it not being a children's movie, there are a lot of playful, magic moments in it and the one Irishman does some beautiful paintings.",negative,positive,0.994967,0.994967,0.534967
