text,true_label,predicted_label,probability,label_confidence,margin_to_threshold
"Alfred Hitchcock's more assured telling of a film he made twenty-one years earlier is infinitely superior to the original. Hitchcock said himself that his first version was the work of an amateur, and although it certainly isn't a bad film, he does appear to be right. That being said, this remake, although definitely better, still isn't among Hitchcock's best work. That's certainly not to say that it isn't good, it's just more than a little overindulgent, and that drags it down. Hitchcock seems all too keen to drag certain elements out, and these are parts of the film that aren't entirely relevant to the plot, which can become annoying. Some of these dragged out sequences, such as the one that sees James Stewart and Doris Day eating in a Moroccan restaurant are good because it helps establish the different culture that our American protagonists have found themselves in, but for every restaurant scene, there's an opera sequence and it's the latter that make the film worse.<br /><br />The plot follows a middle-aged doctor and his wife that go to Morocco for a holiday with their young son. While there, they meet a French man on the bus and another middle-aged couple in a restaurant. However, things go awry when the French man dies from a knife in the back, shortly after whispering something to the doctor. The holiday then turns into a full blown nightmare when the couple's son is kidnapped, which causes them to cut it short and go to London in order to try and find him. The film has a very potent degree of paranoia about it, and it manages to hold this all the way through. In fact, I would even go as far as to say that this is the most paranoid film that Hitchcock ever made. Like most of Hitchcock's films, this one is very thrilling and keeps you on the edge of your seat for almost the entire duration, with only the aforementioned opera sequence standing out as a moment in which the tension is diffused. There is also more than a little humour in the movie, which gives lighthearted relief to the morbid goings on, and actually works quite well.<br /><br />The original version of this story was lent excellent support by the fantastic Peter Lorre. This film doesn't benefit from his presence, unfortunately, but that is made up for by performances from the amazing James Stewart, and Doris Day. James Stewart is a man that is always going to be a contender for the 'greatest actor of all time' crown. His collaborations with Hitchcock all feature mesmerising performances from him, and this one is no different. (Although his best performance remains the one in Mr Smith Goes to Washington). Stewart conveys all the courage, conviction and heartbreak of a man that has lost his child and would do anything to get him back brilliantly. In fact, that's one of the best things about this film; you are really able to feel for the couple's loss throughout and that serves in making it all the more thrilling. Doris Day, on the other hand, is a rather strange casting choice for this movie. She's definitely a good actress, but she's more associated with musicals and seeing her in a thriller is rather odd (even if she does get to flex her vocal chords a little).<br /><br />As I've mentioned; this is not Hitchcock's best film, but there's much to enjoy about it and although I'd recommend many Hitchcock films before recommending this one, I'll definitely give it two thumbs up as well.",positive,positive,0.461358,0.461358,0.001358
"Attractive husband and wife writing team Robert Wagner (as Joel Gregory) and Kate Jackson (as Donna Gregory) arrive at the spooky mansion of actress ""Lorna Love"" (actually, silent film star Harold Lloyd's house). Mr. Wagner and Ms. Jackson are contracted to write the silent movie star's biography. Wagner has a personal interest in the project, since his father was once the famed star's lover. Mysterious events unfold, and Jackson must fight to save her husband from the spirit of the beautiful blonde, who is ""perfectly preserved"" in a crypt on the estate; moreover, the evil woman seems bent on possessing her husband, and murdering Jackson! <br /><br />This is very much a ""Night of Dark Shadows"" variation, co-starring genuine ""Dark Shadows"" alumni Kate Jackson, who knows and plays her part well. Robert Wagner lacks David Selby's intensity. Sylvia Sidney (as Mrs. Josephs) sidesteps Grayson Hall. Marianna Hill is not a match for Lara Parker (or Diana Millay). Bill Macy (as Oscar Payne) is good in a part that would have been played by John Karlen (in a Dan Curtis production).<br /><br />There are smooth cameos by Joan Blondell, John Carradine, and Dorothy Lamour. Ms. Lamour's delivery resembles Joan Bennett, which begs the question: why didn't producer Aaron Spelling get more of the original ""Dark Shadows"" regulars? <br /><br />Director E.W. Swackhamer was Bridget Hanley's husband; he worked with Ms. Blondell on ""Here Come the Brides"", and with Jackson on ""The Rookies"". ""Death at Love House"" has, arguably, a tighter storyline than the ""Night of Dark Shadows"" film; it differs in the movie star angle; and, in its ""Father Eternal Fire"" ending, it more closely resembles the TVseries' ""Laura the Phoenix"" storyline. <br /><br />**** Death at Love House (9/3/76) E.W. Swackhamer ~ Robert Wagner, Kate Jackson, Sylvia Sidney",negative,negative,0.458547,0.541453,0.001453
"Well,I am a dancer so automatically I liked this film. The only thing I didn't like was they didn't have much dancing as I thought there would be. But I have to say the it was a good dance film. I think there should be more songs too. But it was a good film as i said before! My rating 9/10!",positive,negative,0.458414,0.541586,0.001586
"Obviously it seems many people really enjoyed this movie, and that's wonderful. It is certainly a very well-intentioned film, and I appreciate that in an era of heartless or emotionally damaging films. Unfortunately, the film has a lot of problems and it was not something I enjoyed watching.<br /><br />The primary problem is the writing. It is just not very funny. When something tries to be snappy or witty and fails, that is far worse than when it hasn't attempted wit at all. This film is to a great degree a series of ""snappy""-but-gentle come-backs between adult family members, none of which seem imaginative or apt. There is also a few central premises in the film that seem like too much of a stretch of coincidence or character motivation to be believable or really work. Some of the back story seemed more intriguing, and did serve to decorate the story around the edges fairly well, but it couldn't make up for the moment-to-moment flatness that pervaded almost all of the movie.<br /><br />The directing/editing doesn't support the film well, either, although I don't know to explain how exactly. Somehow things always seemed to me rather fake, and that the actors were forcing there way through unnatural material for the most part. They tried, and I don't fault any one person here. There were also too many small and charmless roles in it outside the immediate family.<br /><br />Not a good rental in my opinion, though, again, apparently a number of people found it very charming (I am 38; I suspect that perhaps people over 60 might enjoy this film more?).",negative,positive,0.461778,0.461778,0.001778
"Drive was an enjoyable episode with a dark ending. Basically a man and his wife are infected in their inner ear by a high pitched sound wave being emitted by some military equipment. Some favorite parts of mine from this episode are Mulder's dialogue in the car, and the scene where Scully goes in with the Hazmat team and find the little old deaf lady completely unaffected by what they thought was a virus. The ending of course is tragic in its realism because it leads the viewer to believe that they are going to actually be able to pull off this elaborate plan to save the victim but when Mulder arrives the man is already dead. 8/10",positive,positive,0.461813,0.461813,0.001813
"The premise of this movie, of a comedian talk show host running for president as an independent just to shake things up, is funny, entertaining, brilliant and even a bit inspiring. (thought about the west wing debate when Tom Dobbs leaves his podium, thought about Steven Colbert announcing his candidacy, good times) The first 15 - 20 minutes of this movie are therefore very very entertaining, the debate especially. When he eventually get's elected, it's a pity that is because of a computer glitch, you'd want him to win fair (although that is unrealistic).<br /><br />But after that this movie goes completely downhill. I thought we'd get a great movie like 'Dave' (1993) in which we see how it would out if a comedian actually ran the country. Instead, the movie turns from comedy into a thriller, a romantic comedy and a drama and does none good. The computer glitch becomes the main storyline, which really sucks. Boy is this disappointing. I give it 3 stars just for the premise and because I actually managed to watch this movie from start to end without stopping it, which is usually a good thing with me.",negative,positive,0.46182,0.46182,0.00182
"Words alone cannot describe the sheer beauty and power of this film.<br /><br />Think ""Toy Story"". Now, think ""Toy Story"", circa 1934. Now, imagine the animation looks as lifelike, as fluid. Think of the movie not as something adults and children can enjoy, but imagine it as a filme-noire.<br /><br />Imagine trying to do something like that back in 1934. Somehow, ""The Mascot"" delivers. In a story where toys come to life, and one of them is trying to deliver an orange to his sick owner, Starewicz delivers a level of animation completely unexpected. It's so fluid, you will wonder for a long time whether what you see is really stop-motion animation. <br /><br />Comparing ""Toy Story"" and ""The Mascot"" is an excercise in futility, plot-wise: while ""Toy Story"" is a children's story adults can enjoy, ""The Mascot"" is a dark, chilling story aimed at adults. Meaning, NO, your kids won't like it. One bit.<br /><br />Still, get it if you can. You might be able to find it along ""Vampyr"" in DVD and LaserDisc. And prepare to be stunned at what Starewicz was able to do back in 1934 with a couple of puppets.",positive,positive,0.461835,0.461835,0.001835
"Yes, I am sentimental, and yes, I love movies where kids are the better humans. True, Klatretøsen does have some logical or even plot shortcomings. These are more than compensated by the kids' great acting (Julias first movie role at all!) and the charm of a Dogma film (I liked this kind of cinematografic art long before the Dogma; ever since Herzog's 'Herz aus Glas'). Well, I cried through the last fifteen minutes which is a higher tear factor than bambi or Fly away home had for me.",positive,positive,0.462091,0.462091,0.002091
"I missed the full four hour version when it was originally released in theaters because it played one week. I had to settle for seeing the shorter two and a half hour version a year or so later and was left stunned by what I saw. I left the theater thinking I had witnessed a masterpiece and wondering what the full version was like.<br /><br />The full version is mostly good but it has sequences that are so incredibly dull that the whole movie is pulled down and almost sinks beneath the waves.<br /><br />The problem is entirely in the editing which should be labeled as the final word on excess. There are times when things go on and on and on and nothing happens. Shots of people in a city that go on much too long with no purpose in the narrative. We get beautiful vistas and visions of such beauty that they bring tears to your eyes but they are used too frequently as a place holder instead of as punctuation or to set a place. Much of the longer version seems to be on screen simply because it looked good.<br /><br />I've attempted to actually sit down and watch Heavens Gate with out resorting to the Fast Forward button but somewhere along the way I find I can't stand it any more.<br /><br />I wish MGM would take pity on us and release the shorter version to DVD as well as the huge dinosaur. Perhaps as a two pack so that we could see which is the better version, and whether Cimino was mad or not.<br /><br />And while they were at it why not include the once rumored Johnson County War edit that ran 90 minutes. Supposedly United Artists tinkered with a further cut in the hopes of getting some of their money back. Whether it was ever done or still exists is up in the air, but it would be interesting to see.",positive,negative,0.457785,0.542215,0.002215
"When ""The Net"" was first being advertised, the ads made it look ridiculous. Then, when I saw it, it was actually quite good. Angela Bennett (Sandra Bullock) spends her days working on the computer and has never gotten to know her neighbors. Then, through a series of events, her identity gets erased by a cabal of shadowy people, and she can't prove that she exists.<br /><br />Some parts of the movie are a little bit far-fetched; you'd probably know which parts if you saw the movie. Still, it's a good look into what the existence of the Internet may have wrought on unsuspecting people. I do recommend it.",positive,negative,0.45766,0.54234,0.00234
"I loved this movie but then again I am a big Cronenberg fan. If you have not seen a David Cronenberg film then this is not a good place to start. Scanners, The Fly, Rabid would be a place to start and then work up to Videodrome before checking this one out. This is certainly one of his best and takes the interactive game phenomena one step beyond.<br /><br />In this game the players plug a bio-engineered game pad through a jack inserted into their spinal cord and get into the game directly through their nervous system. It is very hard to tell you more without giving away the story and the plot but it is enough to say that this is a game you will not forget. It is full of Cronenberg's slimy body works, dark foreboding scenery all populated by a great cast including Jennifer Jason Leigh, Jude Law and Willem Dafoe who take the situation they find themselves in very seriously. These people will do what they can to figure out the game and then to win at it. Like other movies of his there is no shortage of imagination or parts where you sink to the seat but like an auto-accident you don't look away. If you liked any of the movies mentioned above then by all means go out and get this one.",positive,positive,0.462341,0.462341,0.002341
"With ""Batman Returns"", Tim Burton succumbed to an important priority in American cinema: giving a sequel to a blockbuster. Three years after the most successful movie of the year, ""Batman"" (1989), here comes the hero of Gotham City again for the pleasure of many spectators. Like its predecessor, ""Batman Returns"" enjoyed an enormous commercial success. Tim Burton made Batman come back once again because it is to believe that the victory of the latter on his enemy the Joker did little to improve the image of Gotham City. Indeed, violence and corruption still exist and here, the second word is epitomized by Max Shreck (Christopher Walken) and the penguin (Danny De Vito). These two crooks who are eager to take control of Gotham City are going to make life difficult for Batman. His task will be more difficult with the apparition of Catwoman... <br /><br />Tim Burton still delivered much work on the scenery and it seems that he tried to correct the faults of the first movie. It means that the director gave way to fight sequences which are better mastered than in the first Batman. But he didn't neglect the psychology of his main characters for all that. If in the movie of 1989, Burton had focused on Bruce Wayne/Batman's psychology, here, it's the penguin that obviously interested him. The director attempted to make of him, very well acted by De Vito an ambiguous character. On one hand, he's full of bad intentions (previously quoted) but on the other hand, he's searching for his past and would like to be considered as a real man.<br /><br />""Batman Returns"" also appears as crazier than its predecessor, especially with the cast. I think of Michèle Pfeiffer who offers a daring and powerful performance as Catwoman. Besides, at the time when I'm writing this review, it makes me remember that a new version of Catwoman is currently at the cinema. But given the bad reviews (3 out of 10 on IMDb!), it is sure that her performer Halle Berry must pale into insignificance beside Pfeiffer.<br /><br />Ultimately, this film is one of the best sequels of 1992 and it enables to develop Tim Burton's peculiar style. We also still find his taste for the strange and the Gothic. Concerning Batman's other adaptations for the screen, you can skip them. ""Batman Forever"" (1995) and ""Batman and Robin"" (1997) are no good. I heard that Christopher Nolan was shooting the beginning of the Batman story and it was to be released next year. Will it match Tim Burton's works?",positive,negative,0.457632,0.542368,0.002368
"""Love and Human Remains"" is one of those obviously scripted, obviously acted, obviously staged flicks which is so obvious that the escape velocity from its contrivances and fabrication is beyond me. Not worth explaining, this amateurish flick tries to cram every clever line, every misanthropic overtone, every peculiar sexual predilection into one film with an absence of concern for making the pieces fit. In short, sensationalistic crap without the sensation...which pretty much just leaves crap.",negative,negative,0.457625,0.542375,0.002375
"Nigel Balchin's maze-like novel 'A Way Through the Wood' has been adapted by Julian Fellowes who also directs this 'terribly British' drawing room suspense piece. It is a film whose effect relies on the cast portraying the varyingly benign/malignant characters and it is here that Fellowes' directorial choices are superb. The story has a linear line that is easy to follow, but the beauty of the film is the metamorphosis of each player as a single incident ignites a minefield of disasters.<br /><br />James Manning (Tom Wilkinson) is a successful business obsessed solicitor in London, married to Anne (Emily Watson) who needs more in her life: the couple being childless live in the country in a beautiful estate, assisted by their long term 'cleaner' Maggie (Linda Bassett). They attend social outings and meet, among others, William Bule (Rupert Everett), the passively lazy wealthy neighbor. Anne decides they should entertain their neighbors and against gruff James' protestation Anne proceeds with planning: James arranges to 'not attend due to business'. On the night of the party there is a hit and run accident in which Maggie's husband is accidentally killed by someone in a Range Rover (she observed). When James returns home he sees a scratch on William's Range Rover and suspects William to be the perpetrator. Anne discourages James from going to the police with the information -'what possible good can it do but ruin Bill's life as a socialite and father and son of an important scion?'. From this first 'lie' the virus spreads: James confronts Bill who talks James out of going to the police, Anne confesses it was she who was driving Bill's Rover and is the one responsible, James convinces Anne to keep it quiet because it would ruin his reputation, Anne confesses she is having an affair with Bill, and the three of them concur that they will stick together on their big lie for the sake of the greater good. Anne eventually succumbs to the guilt of not telling her beloved Maggie that she is the one responsible and Maggie, herself guilty of a previous theft whose life was saved by Anne's mercy to hire her anyway, is the agent who draws the story to its surprising conclusion. Lies begat lies that begat lies, et cetera.<br /><br />The major impact of this intrigue is the manner in which the isolated tragedy impacts each of the characters involved. Each changes in a dramatic way. Tome Wilkinson gives the finest performance of a career filled with brilliant performances: he is able to say more with his posture and facial expressions than about any actor before the audience today. Likewise the gifted Emily Watson adds yet another fine role to her repertoire as does the surprisingly smarmy Rupert Everett who, despite being yet another wealthy British 'gentleman', gives us a man both arid of spirit and yet ultimately needy. And the always-fine Linda Bassett takes a small role and finesses it making her character quietly central to the chaotic web of lies.<br /><br />The cinematography by Tony Pierce-Roberts and the musical score by Stanislas Syrewicz add immeasurably to the multiple atmospheres the story encounters. This is ensemble playing at its finest, which always means that the director (Julian Fellowes) has a fine grasp on the piece. The interplay of these fine people makes the dodgy story work very well indeed. Grady Harp",positive,negative,0.457516,0.542484,0.002484
"Pretty darn good for a French film. I have not seen any of Catherine Breillat's previous films, and so have no opinions about this compared to her previous work. French cinema usually sticks to the ultimately arty films, and leaves the shoot-em-ups and star vehicles to Hollywood. That is probably a good business strategy, as no other nation's film industry will likely have the resources to compete on those sorts of projects. Films about film-making are often a bore, as it has little resonance for people not in the business. But this one held my interest much more than I thought it would. In spite of the title, (oddly in English) it really isn't much of a comedy, in spite of a few droll moments. I've only seen a few of Anne Parillaud's films, but she shows a generous amount of talent and range, from the action/psychological drama of ""La Femme Nikita"" to the wry comedy of ""Innocent Blood"". This film also extends her range as she plays a more or less ordinary woman, yet is still compelling on the screen. Kudos also to Roxane Mesquida, with whom I was unfamiliar. She plays a very inexpressive actress for most of the film, whose talent is drawn out at the end. If you don't HAVE to have car chases and explosions to be entertained, check this one out.",positive,positive,0.462539,0.462539,0.002539
"A sick man Carleton Hendricks (Dee Snider), cruises the Teen Chat lines as Captain Howdy. He poses as a teenage boy and invites other teens over his house to party. He instead knocks them out, strips them, sews their mouth closed and tortures them (mostly with needles). He captures the daughter of cop Mike Gage (Kevin Gage). He finds him, arrests him and he's institutionalized. Four years later he's released...totally cured. But a lynch mop (led, amusingly, by Robert Englund) attack him and hang him. He doesn't die but he snaps and Captain Howdy is back...<br /><br />A very sick, disturbing, twisted horror film. Captain Howdy enjoys pain and torture and is trying to show the kids he kidnaps how to enjoy it also. The torture scenes aren't that explicit (you hear more than you see), but what you do see is very very sick. There's no humor and the (muted) screams of his victims sound way too real. I was cringing away from the TV during most of the scenes. <br /><br />The acting varies. Kevin Gage isn't that good as the cop--he's not terrible but he could have been better. Dee Snider is very scary as Captain Howdy--his attack scenes are not pleasant.<br /><br />All in all, not your typical horror film. I'll probably never see it again (this film really gets under your skin) but I recommend it to all horror fans--at least those with strong stomaches. I give it a 7.",positive,positive,0.462542,0.462542,0.002542
"Luchino Visconti, the artist with the sword. Courage should be the first word associated with his entire opus. Film. Theater. Music. Revolutions, artistic, cultural, personal. A legacy with powerful consequences and endless ramifications. He introduced the neorealism through the work of an American novelist James Cain in ""Ossesione"" He gave Anna Magnani the most extraordinarily beautiful close ups of her career. He gave us Alain Delon and Maria Callas. But the last word about his life and work rests on the talents of a certain Adam Low and the voice of Helmut Berger. What a terrible fate.<br /><br />For those interested, there is a 61 minute documentary by director Carlo Lizzani (a man who really knew Visconti) titled LUCHINO VISCONTI A PORTRAIT. It is out on DVD distributed by Image Entertainment",negative,positive,0.462565,0.462565,0.002565
"And believe me that's a pretty stunning accomplishment. Take ""Jolly Roger: Massacre at Cutter's Cove,"" change the killer from a pirate to a prospector, change his obsession from buried treasure to old gold, and his color from puke green to deep blue. You now have ""Miner's Massacre."" The problem is, at least ""Jolly Roger"" was entertaining enough -- albeit in a so-bad-it's-good way -- to keep you watching it for the whole two hours. There's no strip-joint-murder scene or any bizarre killings. I can't tell you how many times I lost interest in ""Miner's Massacre"" and started doing dishes or cleaning around the condo. And, the ending is absolutely silly. The 49er dude just randomly re-appears out of nowhere to kill the local sheriff, while the lead actor and actress are sitting in the sheriff's cruiser, screaming. A truly horrible movie.",negative,positive,0.462568,0.462568,0.002568
"Have you ever tried a kind of food that your friend made, and then said to yourself, ""wow, that was not a good mix""? Well, that is how I felt after watching this film.<br /><br />Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that.<br /><br />There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film.<br /><br />Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",negative,positive,0.462573,0.462573,0.002573
"Incident on and off a Mountain Road is Don Coscarelli's entry in Mick Garris' Masters of Horror series. Coscarelli is famous for being the man behind such cult gems as the Phantasm series and the irresistibly weird Bubba Ho-Tep; but he brings none of the qualities that made those films great to this TV episode. The plot is a run of the mill one that follows the routine idea of an innocent being chased by a madman. This time, it's a young woman driving down a mountain road. After a head on crash, she finds herself being stalked by a white faced maniac. The whole chase sequence is really ridiculous, with the young lady stopping every so often to set traps; only for the maniac to show up seconds later, and this is cut with scenes showing her with her husband - who just happens to have a wealth of information on how escape insane killers; with lines such as ""expect the unexpected"". The only real highlight for me was the presence of Phantasm's Tall Man, Angus Scrimm. Coscarelli tries his best to implement as much horror imagery as possible; with things such as a rotted corpse of a dead baby - but because it's all so silly on the whole, it's difficult to take this piece seriously. This is the first episode in the series, and the first that I've seen; I really hope they get better.",negative,positive,0.462583,0.462583,0.002583
"A good movie for horse enthusiasts and most others. It's a horse racing movie, and it's a ""little man gets his chance"" movie, and it's a ""how far would you go?"" movie. Walter Mattau once again proves his adaptability as an actor. He fits right in as Lloyd Bourdelle, a Louisiana Cajun horse bum. This movie gives you a rare screen glimpse of Lousiana Cajun horse drag racing. He has a young quarter horse who is a top racing prospect. ""had nothing but a filling station and a good horse."" The Bourdelles seize the opportunity to make it big by taking the horse, Shadow, to Ruidoso, New Mexico, to get ready to run in the All-American Futurity. But how far will Lloyd go to win the fame and fortune? Also memorable from this movie are scenes of Lloyd spitting tobacco juice and waiting for his truck to start.",positive,negative,0.457385,0.542615,0.002615
"The Beat was an exciting movie about a couple of young punks trying to survive in 1980's New York. This involves fighting with the other street gang that they directly share a high school class with, trying to stay in school, as well as going to local shows that involve bands that look like the Dead Kennedy's and have the name Skulls for their band name. Rex (played by David Jacobson) Plays an autistic kid who starts to get a long with all of these kinds, and starts to show them that poetry is really beautiful, and if applied to what these kids do in life can really make things work out for the better! Billy Kane (Played by William McNamara) and Kate Kane (played by Kara Glover) are brother and sister. Although they roll with this crowd of thugs, these kids are not the same type of people as this group. They care for Rex and they care for others, and really show an enlightened side of themselves. While his sister sleeps with the head of the Gang, she is also falling in love with Rex, trying to show him that she is not a slut. But in the end, the teachers at the school finally get to him and want to put him in a mental institution, he finally feels it is time to end his life, while Animals of Sound played without him. But they like to think that he is not dead, he is just living his life to the fullest, riding sharks and being happy living in the ocean. This movie, was one of those movies where I was glad that I watched it. While it was extremely entertaining, it also had a big message to it. Something a long the lines that these kids had no direction, no future, no figure heads to look up to, but because a troubled kid came along they all realized that there was way more important things to life then fighting the local black kids, or being destructive to everything. Rex showed them the beauty in angry music. Rex showed them the beauty in Rats, Disease and Murder. Rex showed they the beauty in almost everything, while some of those things have no beauty involved, they still were able to see that when used in poems, these poems speak to people. Rex played an important part in this move, who changed everyones heart from depression, to see that there is hope for them, and thats why he started to show them; The Beat.",positive,negative,0.457379,0.542621,0.002621
"It's hard to decide what to say about this one. It isn't totally, one hundred percent bad. Although the movie-in-a-movie is unspeakably bad, meant to be campy, but missing by a mile. I'm pretty sure that this is intentional, however. Danny Aiello is perfectly adequate here, and more or less nails his pathetic character. Dyan Cannon was good in a small role. Clotilde Courau was impressive as the latest twenty-something girlfriend. And Linda Carlson had a brave topless scene that she pulled off very well.<br /><br />So, it's not totally bad, but I don't believe that this one accomplishes its goals. All in all, it's probably worth passing on.",negative,positive,0.462681,0.462681,0.002681
"The movie isn't too bad, up until...<br /><br />The main problem is with the ending, so it's a pretty major spoiler...<br /><br />For the time it was made, it's a beautiful movie, and does get a lot of it right.<br /><br />However...<br /><br />In the book, Sam succeeds and lives his dream, whereas in the movie, he gives up and goes back to the city, completely destroying the ""you can do what you put your mind to"" theme of the book.<br /><br />This movie is a desecration, and instead of remaking classics that don't need redone, the Hollywood types who haven't any better ideas should do this one, right this time.",negative,positive,0.462761,0.462761,0.002761
"Crimson begins with some cool jazzy music so I liked it immediately, but as the film wore on I began to wonder if the music wasn't the best part. We have some thieves pulling a jewel heist and when one does something wrong the alarm is triggered and the cops chase them and when the car turns around at a road block one of the thieves (Paul Nash, Jacinto Molina, whoever he is here) gets shot. Now, it seems like he might die but with the help of a drunken doctor and his mad-scientist friend (and wife) he is saved, with a part of the brain of some nightclub owner called ""The Sadist"". The Sadist is unfortunate in that the gentlemen that kidnapped him lost their knife to remove is head, so to add insult to injury (or, in this case, death), they remove his head using a train, leaving the body for the authorities to find, oops. Once the brain transplant is complete Naschy wants to ravage any woman that comes near him, because he now has the mindset of his donor. Well, of course this is all pretty improbable and features medical equipment that looks to have been purchased at Radio Shack, and overall it's pretty cheesy and sleazy. But, it has a good early 70's look and feel to it and the music is cool. This isn't so much a horror movie but more a thriller with lots of thugs battling it out over turf and babes and other thug-type things, but it's strangely entertaining in ways I can't begin to describe. 7 out of 10.",positive,negative,0.457119,0.542881,0.002881
"I like a lot of Myrna Loy movies. This film was produced before her character actor personality was developed. It would be an okay short film but seems to go on forever in it's complete form.<br /><br />Myrna Loy it seems is told what to do with her acting and does the job. That is about all you can say about her.<br /><br />Her gypsy character is shoddy and the film has many flaws, such as the jewelry shop scene.<br /><br />This film will probably be interesting to Myrna Loy fans but even as such is something of a disappointment.",negative,positive,0.462959,0.462959,0.002959
"The Monkees, surprisingly, are a big favorite of mine. Yes, they might have been the original manufactured rock band; a gimmick that certainly has reached overkill in the 21st century. However, their music holds up as some of the best the 1960's had to offer. Last Train To Clarksville, Daydream Believer, I'm A Believer, (I'm Not) Your Stepping Stone, Valleri and Pleasant Valley Sunday are great songs, written by good songwriters such as Boyce/Hart, Neil Diamond, Goffen/King and John Stewart. While they weren't great musicians or songwriters, they had a likable screen presence and plenty of appeal and some of their own stuff was actually decent. Their T.V. show is dated stuff in 2007 but I still watch the show on occasion as a time capsule to life in 1966-1968; that magical and dangerous time in U.S. history.<br /><br />However, as we all know, as a portent of things to come for the likes of Kelly Clarkson, The Monkees didn't want to be considered manufactured and just puppets for their recording company. Despite their average talents, they wanted to write their own songs, produce their own albums and call the shots when it came to tours. Sadly, this turned out to be a disaster; especially when Peter Tork's choice of Jimi Hendrix as an opening act was nixed due to his stealing of the show and heavy sexual suggestions in his music compared to The Monkees G-Rated content.<br /><br />However, the final nail in the coffin for the Monkees (until 1986) was the infamous motion picture Head. Head was written by Bob Rafelson and Jack Nicholson while they were allegedly high on the Mary-Jane. The film received poor reviews and only made $16,000 in the box office. Today, the film is a cult classic, ahead of its time and delivers a message of what was on the minds of the youth in 1968, the Summer Of Anger.<br /><br />Head really has no plot. Basically, one to four of The Monkees lurch from scene to scene without any rhyme or reason. They go from eating in a diner, to seeing Davy Jones getting bashed by Sonny Liston, to a Western, to being sucked into a vacuum, to performing at a concert and so forth. The film basically offers up oblique opinions of what was wrong with American society. The Monkees bash commercialism, the war in Vietnam, American policy, censorship, the Establishment and greed. You have to read between the lines to see what the targets of derision were.<br /><br />The Monkees spend a lot of time boxed up at certain junctions of the film, symbolizing how they felt their record company saw them; as nothing but toys for them to play with when it was time to record another hit album. A scene where they are outnumbered 16-4 in the Western scene could be a symbol of them against the session musicians, songwriters, record producers and whatnot who controlled their careers and the cannon they fire at them is their way of saying ""Begone!"".<br /><br />The film is truly a psychedelic trip to behold. The flashy tie-dye colors, the hypnotic concert and belly dancing scenes and the druggy imagery is everywhere. The acting is actually very good but that's being biased as I like The Monkees T.V. show. A small soundtrack features ""The Porpoise Song"" and three songs written by The Monkees themselves.<br /><br />The film actually has some hilarious scenes on occasion; although maybe they weren't supposed to be. Mickey Dolenz beating up a Coke Machine that didn't give him a soda or his violent punch-ups in the boxing scene (I mean, he was a wiry guy who probably weighed no more than 135) had me laughing it up.<br /><br />All in all, this movie is an absolute must-see for any Monkees fan. I think a lot of people will feel this movie is indeed ""over their Head"" but for those obsessed with the 60's and society at the time will find it a great time capsule.",positive,positive,0.463094,0.463094,0.003094
"Peter Lorre was born to play Stephen Danel with lines like: ""Mr. Smith, you shouldn't hold my wife like that."" and ""I told you not to keep the monkey in the house!"" The poster for this film is an eerie green and Peter Lorre leers in way that makes you never want to go to his penal colony / island. This film is not available on DVD although it is a classic and very rarely shown on TV. What exactly is the relationship between Stephen Danel and the monkey? Why does the monkey upset him so much. We will never know. The film should be colorized by someone and excerpts should be made into a Kinks video. The film was re-released in the 1950s and only a few of the Peter Lorre biographies spend any text on this film. Casablanca was right around the corner. Bogart could have been on that island but they surely did not have the budget for him",positive,negative,0.456825,0.543175,0.003175
"A short review without any spoilers follows.<br /><br />I saw this movie yesterday at the Cannes Film Festival. My initial reaction is one of wonder and happiness. I'm so happy films like this are being made in our age of blockbusters. <br /><br />Roy Andersson's new movie ""You, The Living"" is nothing less than a complete masterpiece. You, The Living is composed by some 50 vignettes filmed with a static camera. I will not give away the content of the scenes here, because I hate when people spoil even the smallest details. But, yes, most of the scenes made the 1000 people in the Claude Debussy theatre absolutely baffled and amazed. When the film was over we applauded for several minutes, we had no other choice.<br /><br />So what's the score with ""You, The Living"". Hm, Andersson isn't afraid to take on the heavy questions; History, guilt, gand The Holocaust during WW2 are big subjects (and these themes work very well together).<br /><br />The images created are brilliant, the depth sometimes surpasses ""Songs from the Second Floor"". <br /><br />Well, sorry for this ranting, praising review. Look out for the Flying House in the beginning folks!<br /><br />10/10 stars - A Masterpiece (I never throw this grade out).",positive,negative,0.456686,0.543314,0.003314
